cluster,assigned_cell_type,marker,n_cells,mean_expression,fraction_expressing
10,Platelets,TUBB1,1382,1.8073493092605244,0.6497829232995659
10,Platelets,LTB,1382,0.5999112269381538,0.3654124457308249
10,Platelets,JUNB,1382,1.9660385633170518,0.8118668596237337
11,Plasma Cells,CD3D,1373,0.4054291880074332,0.45666423889293517
11,Plasma Cells,CD3E,1373,0.26928091697118095,0.3445010924981792
11,Plasma Cells,IL7R,1373,0.15766447242037362,0.21631463947560087
11,Plasma Cells,CCR7,1373,0.07025301461877913,0.11289147851420248
11,Plasma Cells,TCF7,1373,0.16092558645759286,0.2294246176256373
11,Plasma Cells,CD4,1373,0.04651499549924069,0.06773488710852149
11,Plasma Cells,CD8A,1373,0.07973598844581334,0.11944646758922069
11,Plasma Cells,CD8B,1373,0.11681989033944573,0.16970138383102695
11,Plasma Cells,MS4A1,1373,0.17026238427792512,0.18499635833940276
11,Plasma Cells,CD79A,1373,1.9827659417809316,0.9184268026219956
11,Plasma Cells,CD37,1373,1.0733990927334693,0.8404952658412236
11,Plasma Cells,NKG7,1373,0.7195954278317664,0.6780772032046614
11,Plasma Cells,GNLY,1373,0.796747183884397,0.7021121631463948
11,Plasma Cells,KLRD1,1373,0.0590224052356788,0.08011653313911143
11,Plasma Cells,LYZ,1373,1.0508534302914654,0.8069919883466861
11,Plasma Cells,LST1,1373,0.36631672043090135,0.44646758922068464
11,Plasma Cells,FCGR3A,1373,0.07714437511569813,0.1099781500364166
11,Plasma Cells,S100A8,1373,1.3752824098891963,0.817916970138383
11,Plasma Cells,S100A9,1373,1.5627013129403968,0.8470502549162418
11,Plasma Cells,FCER1A,1373,0.015167008241596485,0.019664967225054626
11,Plasma Cells,CD1C,1373,0.01241835710868641,0.018936635105608158
11,Plasma Cells,GZMB,1373,0.22501128037220705,0.2884195193008012
11,Plasma Cells,TCF4,1373,0.36388024005113684,0.4479242534595776
11,Plasma Cells,PLD4,1373,0.030805145997421114,0.04224326292789512
11,Plasma Cells,IGJ,1373,5.250585606257931,0.9774217042971595
11,Plasma Cells,MZB1,1373,3.7270370881790154,0.9781500364166059
11,Plasma Cells,IGLL5,1373,4.3323174748903455,0.9599417334304443
11,Plasma Cells,ISG15,1373,2.11580676964748,0.8718135469774217
11,Plasma Cells,IFIT1,1373,0.21899247082670675,0.2469045884923525
11,Plasma Cells,HBA1,1373,0.4995692179030254,0.370721048798252
11,Plasma Cells,PPBP,1373,0.04307416403762459,0.05899490167516387
11,Plasma Cells,PF4,1373,0.026445953703152378,0.04224326292789512
11,Plasma Cells,TUBB1,1373,0.011093428685382085,0.016751638747268753
11,Plasma Cells,LTB,1373,0.6373402415208372,0.6176256372906045
11,Plasma Cells,JUNB,1373,1.290339573306145,0.864530225782957
12,IFN-stimulated T Cells,CD3D,1182,1.9402075043285356,0.9077834179357022
12,IFN-stimulated T Cells,CD3E,1182,1.8369707377428937,0.8934010152284264
12,IFN-stimulated T Cells,IL7R,1182,1.4129282667249592,0.7326565143824028
12,IFN-stimulated T Cells,CCR7,1182,1.0907054320608096,0.6269035532994924
12,IFN-stimulated T Cells,TCF7,1182,0.7992776710974988,0.505922165820643
12,IFN-stimulated T Cells,CD4,1182,0.15355604614703183,0.11505922165820642
12,IFN-stimulated T Cells,CD8A,1182,0.29430606386383174,0.19204737732656516
12,IFN-stimulated T Cells,CD8B,1182,0.44074126442676875,0.2512690355329949
12,IFN-stimulated T Cells,MS4A1,1182,0.02547780808861889,0.0194585448392555
12,IFN-stimulated T Cells,CD79A,1182,0.09936131388201125,0.07529610829103214
12,IFN-stimulated T Cells,CD37,1182,1.4501439034938812,0.7774957698815567
12,IFN-stimulated T Cells,NKG7,1182,0.3368781432887624,0.23519458544839256
12,IFN-stimulated T Cells,GNLY,1182,0.3222699296454286,0.22673434856175972
12,IFN-stimulated T Cells,KLRD1,1182,0.042193128473665915,0.028764805414551606
12,IFN-stimulated T Cells,LYZ,1182,0.6453498086045841,0.4010152284263959
12,IFN-stimulated T Cells,LST1,1182,0.2283696649239955,0.1658206429780034
12,IFN-stimulated T Cells,FCGR3A,1182,0.03315698268449851,0.025380710659898477
12,IFN-stimulated T Cells,S100A8,1182,0.6668451594822298,0.41539763113367173
12,IFN-stimulated T Cells,S100A9,1182,0.8361410104784667,0.49746192893401014
12,IFN-stimulated T Cells,FCER1A,1182,0.002303170875446042,0.001692047377326565
12,IFN-stimulated T Cells,CD1C,1182,0.0059430920936532836,0.004230118443316413
12,IFN-stimulated T Cells,GZMB,1182,0.06394294388403142,0.05245346869712352
12,IFN-stimulated T Cells,TCF4,1182,0.008571193454229287,0.007614213197969543
12,IFN-stimulated T Cells,PLD4,1182,0.005065588983384083,0.004230118443316413
12,IFN-stimulated T Cells,IGJ,1182,0.1839607600532409,0.12351945854483926
12,IFN-stimulated T Cells,MZB1,1182,0.05962333779044563,0.04230118443316413
12,IFN-stimulated T Cells,IGLL5,1182,0.2821393639303101,0.18189509306260576
12,IFN-stimulated T Cells,ISG15,1182,3.072004409106653,0.9898477157360406
12,IFN-stimulated T Cells,IFIT1,1182,0.7251145586547916,0.4365482233502538
12,IFN-stimulated T Cells,HBA1,1182,0.21889235550780384,0.12859560067681894
12,IFN-stimulated T Cells,PPBP,1182,0.025209898371785222,0.017766497461928935
12,IFN-stimulated T Cells,PF4,1182,0.017619005566724463,0.012690355329949238
12,IFN-stimulated T Cells,TUBB1,1182,0.010868810508053517,0.008460236886632826
12,IFN-stimulated T Cells,LTB,1182,2.5380272741245133,0.9500846023688664
12,IFN-stimulated T Cells,JUNB,1182,2.75003142939808,0.8934010152284264
13,pDCs,CD3D,803,0.20688199655501957,0.19676214196762143
13,pDCs,CD3E,803,0.2074722482139711,0.199252801992528
13,pDCs,IL7R,803,0.1287091107178447,0.12826899128268993
13,pDCs,CCR7,803,0.09785940846054818,0.0958904109589041
13,pDCs,TCF7,803,0.1809763450031708,0.19053549190535493
13,pDCs,CD4,803,0.8413749997078408,0.5865504358655044
13,pDCs,CD8A,803,0.034257897404329864,0.034869240348692404
13,pDCs,CD8B,803,0.059887052881316856,0.05977584059775841
13,pDCs,MS4A1,803,0.0481417873505489,0.043586550435865505
13,pDCs,CD79A,803,0.20186073111270464,0.18679950186799502
13,pDCs,CD37,803,1.768304060063653,0.9476961394769614
13,pDCs,NKG7,803,0.42196951908608005,0.36737235367372356
13,pDCs,GNLY,803,0.4057007202992255,0.3412204234122042
13,pDCs,KLRD1,803,0.03234502977481666,0.033623910336239106
13,pDCs,LYZ,803,0.662422906491409,0.50186799501868
13,pDCs,LST1,803,0.5466681967117124,0.44582814445828145
13,pDCs,FCGR3A,803,0.03927149886212046,0.0410958904109589
13,pDCs,S100A8,803,0.6132342071640091,0.47322540473225405
13,pDCs,S100A9,803,0.735667741313521,0.523038605230386
13,pDCs,FCER1A,803,0.6660553865682144,0.46077210460772106
13,pDCs,CD1C,803,0.007617315572047441,0.007471980074719801
13,pDCs,GZMB,803,2.813529495284388,0.8530510585305106
13,pDCs,TCF4,803,1.5541377885923588,0.8343711083437111
13,pDCs,PLD4,803,2.128784544181408,0.8530510585305106
13,pDCs,IGJ,803,2.7384794371882233,0.8866749688667497
13,pDCs,MZB1,803,1.4915267258400045,0.7995018679950187
13,pDCs,IGLL5,803,0.2466739309234904,0.20174346201743462
13,pDCs,ISG15,803,0.7780148719865388,0.47447073474470736
13,pDCs,IFIT1,803,0.03214341858552669,0.037359900373599
13,pDCs,HBA1,803,0.2558719934443311,0.18181818181818182
13,pDCs,PPBP,803,0.16492755913348453,0.10834371108343711
13,pDCs,PF4,803,0.1383206388202135,0.0921544209215442
13,pDCs,TUBB1,803,0.08324135396430085,0.06102117061021171
13,pDCs,LTB,803,1.5227000944195768,0.7770859277708593
13,pDCs,JUNB,803,2.0581547703273864,0.8991282689912827
